SKU,Product_Name,Parent,Category,Sub_Category,Phone_Model,Base_units_per_mo,ASP,Oct_units,Oct_gross_rev,Nov_units,Nov_gross_rev,COGS,Oct_COGS_value,Oct_margin,Oct_margin_%,Mapped,Sold_in_Sep_HPS,In_inventory_7Sep,In_team_plan,event_dependent,lifecycle
STRD-3-0-GUWPB-NAT-PPS-AP-IPH13,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 13,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GUWPB-NAT-PPS-AP-IPH115PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GOAT-SS-GLS26PLS,,STRD-3-0-GOAT-SS-GLS26PLS,Cases And Sleeves,Cases And Sleeves,,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GOAT-AP-IPH16,DailyObjects GOAT Stride 3.0 MagSafe Case Cover For iPhone 16,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GOAT-AP-IPH14PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GUWA-CITY-TAG-AP-IPH16PROMAX,DailyObjects Guwahati City Tag Stride 3.0 MagSafe Case Cover For iPhone 16 Pro Max,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16 Pro Max,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GUWA-CITY-TAG-AP-IPH16PRO,DailyObjects Guwahati City Tag Stride 3.0 MagSafe Case Cover For iPhone 16 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16 Pro,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GROU-CHAT-DOB-AP-IPH15PRO,DailyObjects Group Chat Stride 3.0 MagSafe Case Cover For iPhone 15 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-HEY-GOOD-LOO-AP-IPH15,DailyObjects Hey Good Looking Stride 3.0 MagSafe Case Cover For iPhone 15,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-GEMINI-DOB-AP-IPH16,DailyObjects Gemini Stride 3.0 MagSafe Case Cover For iPhone 16,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GEMINI-DOB-AP-IPH15PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GEMINI-DOB-AP-IPH15,DailyObjects Gemini Stride 3.0 MagSafe Case Cover For iPhone 15,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-GIRL-POWE-BAB-AP-IPH14,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GET-ME-A-DEC-AP-IPH13PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 13,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-FOR-THE-PLOT-AP-IPH16,DailyObjects For The Plot Stride 3.0 MagSafe Case Cover For iPhone 16,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GANG-ROPPST-AP-IPH14PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-GAME-OVER-DOB-SS-GLS26ULTRA,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-DOS-MATC-DOB-AP-IPH14PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-GAME-OVER-DOB-AP-IPH16E,,STRD-3-0-GAME-OVER-DOB-AP-IPH16E,Cases And Sleeves,Cases And Sleeves,,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GAME-OVER-DOB-AP-IPH15PRO,DailyObjects Game Over Stride 3.0 MagSafe Case Cover For iPhone 15 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-GENE-STOR-SS-GLS26,DailyObjects General Store Stride 3.0 Magnetic Case Cover For Samsung Galaxy S26,Stride 3.0,Cases And Sleeves,Designer Cases,Galaxy S26,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GEMINI-DOB-SS-GLS26,,STRD-3-0-GEMINI-DOB-SS-GLS26,Cases And Sleeves,Cases And Sleeves,,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GEMINI-DOB-AP-IPH16PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 16,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GOAT-AP-IPH115PLS,,STRD-3-0-GOAT-AP-IPH115PLS,Cases And Sleeves,Cases And Sleeves,,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GOAT-AP-IPH114PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GOA-FOR-AGPST-AP-IPH16,DailyObjects Goa Fort Aguada Postcard Stride 3.0 MagSafe Case Cover For iPhone 16,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GOA-FOR-AGPST-AP-IPH14,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GAME-OVER-DOB-SS-GLS26,,STRD-3-0-GAME-OVER-DOB-SS-GLS26,Cases And Sleeves,Cases And Sleeves,,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-DOS-MATC-DOB-AP-IPH13PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 13,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-DON-DA-DOB-SS-GLS26PLS,,STRD-3-0-DON-DA-DOB-SS-GLS26PLS,Cases And Sleeves,Cases And Sleeves,,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-DURB-DOB-AP-IPH15PRO,DailyObjects Durbar Stride 3.0 MagSafe Case Cover For iPhone 15 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-DURB-DOB-AP-IPH14,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-DURB-DOB-AP-IPH13PROMAX,DailyObjects Durbar Stride 3.0 MagSafe Case Cover For iPhone 13 Pro Max,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 13 Pro Max,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-GLAM-NO-DAM-DOB-AP-IPH114PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-DON-DA-DOB-AP-IPH16E,,STRD-3-0-DON-DA-DOB-AP-IPH16E,Cases And Sleeves,Cases And Sleeves,,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-DON-DA-DOB-AP-IPH14PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-DON-DA-DOB-AP-IPH14,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GLAM-NO-DAM-DOB-AP-IPH14,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-DO-NOT-TOUC-AP-IPH16PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 16,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-DOWN-THE-STRE-AP-IPH15,DailyObjects Down The Street Stride 3.0 MagSafe Case Cover For iPhone 15,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-DOS-MATC-DOB-AP-IPH15PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GIRL-RUNTHE-WOR-SS-GLS26,DailyObjects Girls Run The World Stride 3.0 Magnetic Case Cover For Samsung Galaxy S26,Stride 3.0,Cases And Sleeves,Designer Cases,Galaxy S26,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-GIRL-RUNTHE-WOR-AP-IPH15,DailyObjects Girls Run The World Stride 3.0 MagSafe Case Cover For iPhone 15,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,True,False,True,Continue (active Jul/Aug26)
STRD-3-0-GIRL-RUNTHE-WOR-AP-IPH14PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-GLAM-NO-DAM-DOB-AP-IPH16PLS,DailyObjects Glam No Damn Stride 3.0 MagSafe Case Cover For iPhone 16 Plus,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16 Plus,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,False,False,True,Continue (active Jul/Aug26)
STRD-3-0-GLAM-NO-DAM-DOB-AP-IPH16,DailyObjects Glam No Damn Stride 3.0 MagSafe Case Cover For iPhone 16,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,False,False,True,Continue (active Jul/Aug26)
STRD-3-0-GLAM-NO-DAM-DOB-AP-IPH14PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-DON-DA-DOB-AP-IPH114PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-CHEN-AUT-RICP-AP-IPH15PROMAX,DailyObjects Chennai Auto Rickshaw Postcard Stride 3.0 MagSafe Case Cover For iPhone 15 Pro Max,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro Max,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-CHAN-OPE-HANP-SS-GLS26ULTRA,DailyObjects Chandigarh Open hand Postcard Stride 3.0 Magnetic Case Cover For Samsung Galaxy S26 Ultra,Stride 3.0,Cases And Sleeves,Designer Cases,Galaxy S26 Ultra,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-CHAN-OPE-HANP-AP-IPH15PRO,,STRD-3-0-CHAN-OPE-HANP-AP-IPH15PRO,Cases And Sleeves,Cases And Sleeves,,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
STRD-2-0-MINI-CAMC-DOB-AP-IPH17E,DailyObjects Mini Camcorder Stride 2.0 MagSafe Case Cover For iPhone 17e,Stride 2.0,Cases And Sleeves,Designer Cases,iPhone 17e,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-2-0-MEW-SKE-AP-IPH17E,,Stride 2.0,Cases And Sleeves,Cases And Sleeves,iPhone 17,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-MM-DOB-AP-IPH16PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 16,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-CATROSP--AP-IPH15PRO,Catrospection Stride 3.0 MagSafe Case Cover For iPhone 15 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-CHAN-OPE-HANP-AP-IPH115PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-UMR-JAAN-MATC-AP-IPH13,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 13,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-CHAN-CITY-TAG-AP-IPH15PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-CHAN-CITY-TAG-AP-IPH15PRO,DailyObjects Chandigarh City Tag Stride 3.0 MagSafe Case Cover For iPhone 15 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,False,False,True,Continue (active Jul/Aug26)
STRD-3-0-CHAN-CITY-TAG-AP-IPH115PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-CHAN-CITY-TAG-AP-IPH114PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-CHEN-AUT-RICP-AP-IPH16PRO,DailyObjects Chennai Auto Rickshaw Postcard Stride 3.0 MagSafe Case Cover For iPhone 16 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16 Pro,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-CLUB-DOB-AP-IPH16PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 16,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-CHAL-BEHE-SS-GLS26,,STRD-3-0-CHAL-BEHE-SS-GLS26,Cases And Sleeves,Cases And Sleeves,,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-CHAL-BEHE-AP-IPH16E,,STRD-3-0-CHAL-BEHE-AP-IPH16E,Cases And Sleeves,Cases And Sleeves,,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-CATROSP--SS-GLS26,,STRD-3-0-CATROSP--SS-GLS26,Cases And Sleeves,Cases And Sleeves,,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-CHAN-CITY-TAG-SS-GLS26ULTRA,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-MOTH-MYST-AP-IPH15PROMAX,DailyObjects Moth Myst Stride 3.0 MagSafe Case Cover For iPhone 15 Pro Max,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro Max,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,True,False,True,Continue (active Jul/Aug26)
STRD-3-0-MOTH-MYST-AP-IPH15PRO,DailyObjects Moth Myst Stride 3.0 MagSafe Case Cover For iPhone 15 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-MOTH-MYST-AP-IPH14PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-MOTH-MYST-AP-IPH13PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 13,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-2-0-GAME-OVER-DOB-AP-IPH17E,,Stride 2.0,Cases And Sleeves,Cases And Sleeves,iPhone 17,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-MUMB-SEA-LINP-AP-IPH16,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 16,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-MUMB-SEA-LINP-AP-IPH15PROMAX,DailyObjects Mumbai Sea Link Postcard Stride 3.0 MagSafe Case Cover For iPhone 15 Pro Max,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro Max,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,True,False,True,Continue (active Jul/Aug26)
STRD-3-0-MUMB-SEA-LINP-AP-IPH14PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-CHEN-AUT-RICP-AP-IPH16E,,STRD-3-0-CHEN-AUT-RICP-AP-IPH16E,Cases And Sleeves,Cases And Sleeves,,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-MUMB-SEA-LINP-AP-IPH13PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 13,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-NEON-HEAR-AP-IPH15,Neon Hearts Stride 3.0 MagSafe Case Cover For iPhone 15,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-NEON-HEAR-AP-IPH14PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-NAGP-DEE-BOPS-AP-IPH13,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 13,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-THE-SURV-AP-IPH13PROMAX,The Survivors Stride 3.0 MagSafe Case Cover For iPhone 13 Pro Max,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 13 Pro Max,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-2-0-GET-ME-A-DEC-AP-IPH17E,,Stride 2.0,Cases And Sleeves,Cases And Sleeves,iPhone 17,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-MUMB-SEA-LINP-AP-IPH13,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 13,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-MUMB-CITY-TAG-AP-IPH15PRO,DailyObjects Mumbai City Tag Stride 3.0 MagSafe Case Cover For iPhone 15 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,False,False,True,Continue (active Jul/Aug26)
STRD-3-0-MYSO-PALPST-AP-IPH15PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-MUMB-SEA-LINP-AP-IPH14PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-MEW-MEN-AP-IPH15PRO,DailyObjects Mew Men Stride 3.0 MagSafe Case Cover For iPhone 15 Pro,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15 Pro,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-MEW-MEN-AP-IPH14,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-MEW-MEN-AP-IPH114PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-MEOW-TOGE-SS-GLS26ULTRA,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-MOO-GIRL-MATC-AP-IPH15,DailyObjects Moon Girl Matchbox Stride 3.0 MagSafe Case Cover For iPhone 15,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 15,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,True,False,True,Continue (active Jul/Aug26)
STRD-3-0-MNKY-SHDR-TWT-SS-GLS26ULTRA,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-MNKY-SHDR-TWT-SS-GLS26,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-MOTH-MYST-AP-IPH115PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-CATROSP--AP-IPH16PROMAX,Catrospection Stride 3.0 MagSafe Case Cover For iPhone 16 Pro Max,Stride 3.0,Cases And Sleeves,Designer Cases,iPhone 16 Pro Max,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,True,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-MOO-MATC-DOB-SS-GLS26,,STRD-3-0-MOO-MATC-DOB-SS-GLS26,Cases And Sleeves,Cases And Sleeves,,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,False,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-MM-DOB-AP-IPH16PLS,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 16,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-MNKY-SHDR-TWT-AP-IPH15PROMAX,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 15,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
STRD-3-0-MNKY-SHDR-TWT-AP-IPH14PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 14,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,True,False,False,Continue (active Jul/Aug26)
STRD-3-0-MNKY-SHDR-MDY-AP-IPH16PRO,,Stride 3.0,Cases And Sleeves,Cases And Sleeves,iPhone 16,0.5,899.0,1,579.1012799381093,1,481.6133236462602,,,,,True,False,False,False,False,Continue (active Jul/Aug26)
