SKU,COGS
RED-SOLO-LOP-SLCON-APL-IWATCH-STRP-42,97.0
ARMY-GRN-ATHL-FIT-APL-WTBD-SRES-SCRN-PRCTR-44,216.0
BMR-BLACK-XIA-RDNT7,
CRBN-FBR-DOB-SS-ZFLIP6,445.0
GRN-AIR-SKN-SLM-DOB-SS-ZFLIP6,239.0
STRD-BLK-MAGSF-SS-GLS25,238.0
VLCN-DOB-AP-IPH14PRO,268.0
BLK-HYBRD-CLR-TROP-ANGL-DOB-AP-IPH12MINI,139.0
BLUE-HYBRD-CLR-AQUA-ANGL-DOB-AP-IPH11PROMX,139.0
BLUE-HYBRD-CLR-STRI-SLI-DOB-AP-IPH12PROMAX,139.0
GRN-HYBRD-CLR-PART-POPP-AP-IPH12,139.0
RED-POPY-LTHR-LINK-APL-IWATCH-STRP-42,322.0
ATLA-BLUE-BRD-SOLO-LOOP-UNVRSAL-WTHBAND-20,101.0
BLK-HYBRD-CLR-BACK-DOB-AP-IPH13MINI,139.0
BLK-HYBRD-CLR-CLEA-BULB-DOB-AP-IPH13MINI,139.0
BLK-HYBRD-CLR-CLEA-PAI-FLO-DOB-AP-IPH13MINI,139.0
BLK-HYBRD-CLR-COME-HITH-DOB-AP-IPH13MINI,139.0
BLK-LIME-ANEX-SLCON-UNVRSAL-WTHBAND-20,75.0
BLK-SLICNE-SPRT-UNVRSAL-WTHBAND-20,76.0
BLK-SLICNE-UNVRSAL-WTHBAND-22,67.0
BLUE-SLICNE-CLIK-UNVRSAL-WTHBAND-22,67.0
RED-BRD-SOLO-LOOP-UNVRSAL-WTHBAND-22,101.0
SND-PNK-BEAT-UNVRSAL-WTHBAND-22,110.0
STRD-2-0-CLR-TIAN-MEGSAF-AP-IPH12,210.0
Tempered-Glass-iPhone-11/XR,142.0
BLK-HYBRD-CLR-CAT-MOM-DOB-AP-IPH12MINI,139.0
GLAS-APPS-2-IN-1-DOB-SS-GLS20ULTRA,114.0
GLAS-CHAN-CITY-TAG-DOB-AP-IPH6,114.0
GLAS-DO-NOT-TOUC-DOB-ON-7,114.0
GLAS-FLYI-HIGH-DOB-AP-IPH11PRO-MAX,114.0
GLAS-GREE-VERT-DOB-SS-GLS20ULTRA,114.0
GLAS-LUCK-CITY-TAG-DOB-SS-GLS10PLS,114.0
ARMY-GRN-ATHL-FIT-APL-WATBND-SRES-SCRN-PTR-44,216.0
BL-HY-CL-CLEA-PIN-RED-AND-WHI-FLO-AP-IP13MINI,139.0
BLK-HYBD-HIGH-ROAD-AP-IPH12MINI,139.0
BLK-HYBRD-CLR-DOB-SS-GLS23PLS,115.0
BLK-HYBRD-CLR-DOB-SS-GLS25,139.0
BLK-HYBRD-CLR-DOUG-ICON-DOB-AP-IPH13MINI,139.0
BLK-HYBRD-CLR-FLY-KIS-DOB-AP-IPH12PROMAX,139.0
BLK-HYBRD-CLR-ICEC-SAND-ICON-DOB-AP-IPH13MINI,139.0
BLK-HYBRD-CLR-STRA-BLOOM-DOB-AP-IPH12PROMAX,153.0
BLUE-HYBRD-CLR-DOB-AP-IPH11PRO,115.0
BLUE-HYBRD-CLR-LOV-BNAID-AP-IPH14,139.0
BLUE-HYBRD-CLR-TRIA-DUO-AP-IPH13PRO,139.0
GLAS-AMP-DOB-SS-GLA52,114.0
GLAS-ATTI-DOB-ON-9R,114.0
GLAS-BLK-DIAL-DOB-SS-GLS21ULTRA,114.0
GLAS-BOTT-GREE-WIND-DOB-SS-GLA52,114.0
GLAS-BUBB-BLAS-ON-NORD2,114.0
GLAS-COPI-DOB-OPPO-RENO8PROPLS,114.0
GLAS-CROS-WHIT-RADI-DOB-ON-7,114.0
GLAS-DARK-TRIP-DOB-SS-GLA52,114.0
GLAS-DEEP-QUAD-DOB-SS-GLS21,114.0
GLAS-FUR-BABI-DOB-ON-8T,114.0
GLAS-GET-ME-A-DEC-DOB-ON-7,114.0
GLAS-GOA-CITY-TAG-DOB-AP-IPH11PROMAX,114.0
GLAS-GOA-CITY-TAG-DOB-OPPO-RENO7PRO,114.0
GLAS-GREE-QUAD-DOB-AP-IPH11PRO-MAX,114.0
GLAS-K3-FULL-THRO-ON-7,114.0
GLAS-MAG-MAR-DOB-ON-8T,114.0
GLAS-MAR-PAI-DOB-OPPO-REALMEX,114.0
GLAS-MAR-UNI-DOB-XI-RDNT11,114.0
GLAS-MUMB-CITY-TAG-DOB-OPPO-RENO3PRO,114.0
GLAS-STA-SKY-MAR-DOB-XI-RDNT11T,114.0
GLAS-THE-FOOL-DOB-ON-NORD2,114.0
GLAS-THE-LOVE-DOB-ON-7,114.0
GRN-HYBRD-CLR-BING-WATC-DOB-AP-IPH12MINI,139.0
GRN-HYBRD-CLR-LOV-BNAID-AP-IPH12PRO,139.0
PLN-GLAS-SMO-GRA-DOB-XI-MI11LITE,114.0
STRD-2-0-GLAM-NO-DAM-DOB-AP-IPH7,125.0
BLUE-HYBRD-CLR-FUR-BABI-DOB-AP-IPH12PROMAX,139.0
BLK-HYBRD-CLR-DOB-SS-GLS25PLS,139.0
BLK-CERO-LENS-PRTCTOR-AP-IPH16PLS,161.0
GLAS-FLIPSTER-DOB-XI-RDNT11T,114.0
GLAS-FORE-GIRL-DOB-ON-7T,114.0
GLAS-KANP-CITY-TAG-DOB-SS-GLS20ULTRA,114.0
STRD-2-0-CLR-DO-SS-GLS22PLS,125.0
BLK-CERO-LENS-PRTCTOR-AP-IPH14,161.0
BLK-COAST-ARPDPRO-CAS-COVR-2-0,75.0
BLK-HYBRD-CLR-DOB-SS-GLS21ULTRA,115.0
BLUE-PCHO-ARPD2-SKIN,54.0
GLAS-ALWA-CHIC-DOB-ON-NORD,114.0
GLAS-BLA-MAR-DOB-VIVO-V23,114.0
GLAS-BLU-MAR-FLO-DOB-ON-9,114.0
GLAS-BUND-HEAR-BLA-DOB-VIVO-V23,114.0
GLAS-CAM-DOB-ON-10PRO,114.0
GLAS-CHEN-CITY-TAG-DOB-ON-NORD3,114.0
GLAS-CLUB-DOB-ON-10PRO,114.0
GLAS-CRUN-DOB-SS-GLA53,114.0
GLAS-DEAR-DRAG-ON-NORD2T,114.0
GLAS-DON-DA-DOB-SS-GLS20ULTRA,114.0
GLAS-FLY-KIS-DOB-ON-10PRO,114.0
GLAS-GHOD-MEL-DOB-SS-GLS22PLS,114.0
GLAS-HYPER-SDTH-ON-10R,114.0
GLAS-HYPER-SDTH-VIVO-X80,114.0
GLAS-IMPERFECT-SDTH-ON-7T,114.0
GLAS-INDO-CITY-TAG-DOB-ON-NORD2T,114.0
GLAS-JET-RANG-ON-9PRO,114.0
GLAS-K3-HOLL-VICT-SS-GLS21ULTRA,114.0
GLAS-K3-MAYH-ON-10PRO,114.0
GLAS-K3-MAYH-ON-9RT,114.0
GLAS-K3-RACE-PRI-ON-9PRO,114.0
GLAS-LETS-CHIL-DOB-ON-7T,114.0
GLAS-MAG-MAR-DOB-SS-GLM53,114.0
GLAS-MAZE-WHIT-DOB-ON-8,114.0
GLAS-MEW-MEN-SS-GLA54,114.0
GLAS-PIN-FLO-MAR-DOB-ON-10R,114.0
GLAS-PIN-FLO-MAR-DOB-ON-NORD,114.0
GLAS-RED-WHI-MAR-FLO-DOB-ON-9RT,114.0
GLAS-SHOP-CARD-DOB-SS-GLS20,114.0
GLAS-SPAC-CADE-DOB-SS-GLS20FE,114.0
GLAS-SPAC-RIDE-SS-GLA54,114.0
GLAS-SPAR-HEAR-BUR-DOB-SS-GLA53,114.0
GLAS-SPAR-HEAR-PLU-DOB-SS-GLS21ULTRA,114.0
GLAS-STA-SKY-MAR-DOB-ON-10PRO,114.0
GLAS-STA-SKY-MAR-DOB-ON-10R,114.0
GLAS-STA-SKY-MAR-DOB-ON-9PRO,114.0
GLAS-STA-SKY-MAR-DOB-ON-NORD3,114.0
GLAS-STA-SKY-MAR-DOB-VIVO-V23,114.0
GLAS-T-12-VIDE-CASS-DOB-ON-10PRO,114.0
GLAS-TACT-COLL-SS-GLS20FE,114.0
GLAS-THE-FUND-DOB-SS-GLS21,114.0
PLN-GLAS-BLUE-DOB-ON-NORD2T,114.0
PLN-GLAS-DAR-TEA-DOB-SS-ON-10PRO,114.0
PLN-GLAS-ROY-BLU-DOB-SS-GLS21PLS,114.0
STRD-2-0-DELH-CITY-TAG-IPH13PROMAX,210.0
SUNSHINE-GOLD-GLITTER-AP-IPH7,200.0
YELW-COAST-ARPDPRO-CAS-COVR-2-0,75.0
GLAS-I-DONT-CARE-DOB-ON-9RT,114.0
GLAS-MAG-MAR-DOB-VIVO-V23PRO,114.0
GLAS-SPAR-HEAR-PLU-DOB-SS-GLA73,125.0
BGE-PCHO-ARPD2-SKIN,54.0
TEMP-GLAS-APLCTOR-AP-IPH11,142.0
YELOW-COAST-ARPD2-SOCK-CAS-COVR,75.0
YELOW-COAST-ARPD-SOCK-CAS-COVR,75.0
ANLOG-SLM-RFID-MGSAF-CRD-WLET,640.0
POP-33W-TWN-PRT-GN-DSK-ADPTR-WHT,509.0
ASH-GREY-SLCON-APL-IWATCH-STRP-38,140.0
ASH-GREY-SLCON-APL-IWATCH-STRP-42,140.0
BRWN-VLUR-SNPON-2-0-AP-WATCHSTRP-38,357.0
AXLE-TWIN-PORT-53W-CAR-CHRGR,289.0
GRY-ORNG-RIM-SNPON-AP-WATHSTRP-38,382.0
BLU-RED-SPRTS-LOOP-AP-WTCH-STRP-38,99.0
ESPRESO-POPY-MGTLNK-AP-IWATCH-STRP-38,322.0
ATLC-BLU-PLAT-YFLD-MGNTC-IPPRO5-11,606.0
BLU-LHT-GREY-SPRTS-LOOP-AP-WTCH-STRP-42,99.0
BLU-LHT-GREY-SPRTS-LOOP-AP-WTCH-STRP-38,99.0
BLK-SLICNE-BLIK-UNVRSAL-WTHBAND-22,67.0
ATLC-BLU-PLAT-YFLD-MGNTC-IPAR4-11,606.0
SGE-GRN-PLAT-YFLD-MGNTC-IPPRO5-12-9,705.0
ATLC-BLU-PLAT-YFLD-MGNTC-IPPRO4-12-9,705.0
BLK-BUND-SCRN-PRTCTR-AP-WTCH-ULTRA,100.0
ATLC-BLU-PLAT-YFLD-MGNTC-IPPRO7TH-13,705.0
SGE-GRN-PLAT-YFLD-MGNTC-IPAR2-11,606.0
BLK-CERO-LENS-PRTCTOR-AP-IPH15,161.0
GLD-MLNSE-LOOP-LTHR-UNVRSAL-WTHBAND-22,172.0
SGE-GRN-PLAT-YFLD-MGNTC-IPPRO6-12-9,705.0
BLK-SLICNE-SPRT-UNVRSAL-WTHBAND-22,76.0
SGE-GRN-PLAT-YFLD-MGNTC-IPPRO4-12-9,705.0
OLIV-VLUR-SNPON-2-0-AP-WATCHSTRP-38,357.0
GRN-LTHER-AP-ARPD3,337.0
BLUSH-PCHO-ARPD-3-SKIN,54.0
SEA-GRN-SPRT-UNVRSAL-WTHBAND-20,76.0
GRN-GRY-PULTAB-NYLN-WEV-AP-WTCH-STRP-38,199.0
BLK-GRY-ANEX-SLCON-UNVRSAL-WTHBAND-20,75.0
WHT-SLICNE-CLIK-UNVRSAL-WTHBAND-20,67.0
BRNDY-SLICNE-BUCK-UNVRSAL-WTHBAND-22,75.0
HAZE-WHT-BLK-DOM-ARPD3,482.0
CRMSON-LTHER-AP-ARPD3,337.0
BLK-PLAT-YFLD-MGNTC-IP-MINI6,494.0
BLK-PLAT-YFLD-MGNTC-IPPRO4-12-9,705.0
ROSE-GLD-BUND-SCRN-PRTCTR-AP-WTCH-ULTRA,100.0
BLUE-SLICNE-UNVRSAL-WTHBAND-20,67.0
GRN-SLICNE-CLIK-UNVRSAL-WTHBAND-20,67.0
TURQIS-PLUN-APL-WATCH-STRP-38,123.0
GRAY-COAST-ARPD2-SOCK-CAS-COVR,75.0
TAN-LTHER-AP-ARPD3,337.0
BLK-PCHO-ARPD2-SKIN,54.0
MIROR-DOB-SS-GLS10PLS,144.0
SND-PNK-BEAT-UNVRSAL-WTHBAND-20,110.0
TEL-SLICNE-BUCK-UNVRSAL-WTHBAND-22,75.0
BLUE-SLICNE-SPRT-UNVRSAL-WTHBAND-20,76.0
BLK-LIME-ANEX-SLCON-UNVRSAL-WTHBAND-22,75.0
RED-SLICNE-UNVRSAL-WTHBAND-20,67.0
ATLA-BLUE-BRD-SOLO-LOOP-UNVRSAL-WTHBAND-22,101.0
YELW-BEAT-UNVRSAL-WTHBAND-20,110.0
BLUSH-PCHO-ARPD2-SKIN,54.0
BLK-LTHER-AP-ARPD3,337.0
FOG-BLK-DOM-ARPD,482.0
BLK-COAST-ARPD2-SOCK-CAS-COVR,75.0
NVY-BLU-LTHER-AP-ARPD3,337.0
HAZE-WHT-BLK-DOM-ARPD,482.0
GRN-COAST-ARPD2-SOCK-CAS-COVR,75.0
MIROR-DOB-ON-9RT,120.0
NVYBLUE-GRY-LTHR-MGSAF-AP-IPH14PRO,544.0
BLK-BEGE-LTHER-MGSAF-AP-IPH14,544.0
HALO-2-0-MGS-RTBL-STND-AP-IPH16PRO,414.0
NIMBS-MAGSAF-2-0-PHN-AP-IPH16PROMAX,329.0
GRN-OLIV-LTHR-MGSAF-AP-IPH14PRO,544.0
TAN-GRY-LTHR-MGSAF-AP-IPH14PRO,544.0
BLK-HYBRD-CLR-DOB-SS-GLS25ULTRA,139.0
HYBRD-CLR-NT-PHN3A,139.0
STRD-2-0-CLR-MEGSAF-AP-IPH13PROMAX,186.0
BLK-FRSTD-CLR-ON-13,231.0
NVYBLUE-GRY-LTHER-MGSAF-AP-IPH14,544.0
NIMBS-MAGSAF-2-0-PHN-AP-IPH16PRO,329.0
NIMBS-2-0-NT-PHN3A,186.0
GRN-OLIV-LTHER-MGSAF-AP-IPH14,544.0
BLK-BEM-2-0-MGSAF-AP-IPH16,
HYBRD-CLR-NT-PHN3APRO,139.0
NVYBLUE-GRY-LTHR-MGSAF-AP-IPH16PLS,544.0
BLK-BEM-2-0-MGSAF-AP-IPH15,
CRMSON-GRY-LTHR-MGSAF-AP-IPH14PRO,544.0
HALO-2-0-MGS-RTBL-STND-AP-IPH16PROMAX,414.0
BLK-BEM-2-0-MGSAF-AP-IPH15PRO,
BLK-BEM-2-0-MGSAF-AP-IPH14PROMAX,
BLK-BEM-2-0-MGSAF-AP-IPH13,
TAN-GRY-LTHER-MGSAF-AP-IPH14,544.0
BLK-HYBRD-MGNTIC-ARMR-AP-IPH16PLS,341.0
BLK-BEM-2-0-MGSAF-AP-IPH16PRO,
CLR-DOB-SS-ZFLP6,466.0
BLK-FRSTD-CLR-SS-GLS25,231.0
NIMBS-MAGSAF-2-0-PHN-AP-IPH16,329.0
STRD-MAGSF-AP-IPH16E,238.0
MEGSAF-FLKT-SLCN-DOB-AP-IPH16PLS,311.0
GRN-OLIV-LTHR-MGSAF-AP-IPH16PLS,544.0
BLK-BEM-2-0-MGSAF-AP-IPH14,
NIMBS-2-0-NT-PHN3APRO,186.0
BLK-BEM-2-0-MGSAF-AP-IPH16PLS,
BLK-BEM-2-0-MGSAF-AP-IPH16PROMAX,
BLK-BEM-2-0-MGSAF-AP-IPH13PRO,
TAN-GRY-LTHR-MGSAF-AP-IPH16PLS,544.0
BLK-BEM-2-0-MGSAF-AP-IPH15PROMAX,
LIME-ENML-BMPR-MGSAF-AP-IPH12,288.0
BLK-FRSTD-CLR-SS-GLS25ULTRA,
BLK-ENML-BMPR-MGSAF-AP-IPH12,288.0
BLK-BEM-2-0-MGSAF-AP-IPH14PRO,
CRMSON-GRY-LTHER-MGSAF-AP-IPH14,544.0
GRN-NIMBS-MAGSAF-PHN-AP-IPH15PRO,209.0
BLK-ENML-BMPR-MGSAF-AP-IPH12PRO,288.0
BLK-BEM-2-0-MGSAF-AP-IPH13PROMAX,
BLK-BEM-2-0-MGSAF-AP-IPH15PLS,
CRMSON-GRY-LTHR-MGSAF-AP-IPH16PLS,
MIROR-DOB-ON-10PRO,120.0
MIROR-DOB-ON-9PRO,144.0
BLK-BEM-2-0-MGSAF-AP-IPH14PLS,
STRD-GRY-MAGSF-SS-GLS25PLS,238.0
BLK-ENML-BMPR-MGSAF-AP-IPH12PROMAX,288.0
MIROR-DOB-SS-GLS21ULTRA,144.0
MIROR-DOB-SS-GLS20PLS,144.0
STRD-BLK-MAGSF-SS-GLS25PLS,238.0
MIROR-DOB-ON-NORDCE,144.0
MIROR-DOB-SS-GLS21PLS,144.0
MIROR-DOB-SS-GLA52,144.0
MIROR-DOB-SS-GLM31,120.0
MIROR-DOB-SS-GLS10,144.0
HAZE-WHT-BLK-DOM-ARPD4,482.0
FOG-BLK-DOM-ARPD4,482.0
GRY-INKBLU-PULTAB-NYLNWEV-WTCH-STRP-42,199.0
