SKU,parent,cat,gross,units,deliv,days,is_mapped,base_gross,base_units,asp,cat_base,f_oct,f_nov,oct_gross,nov_gross,oct_units,nov_units,Sold_in_event,In_inventory_7Sep,In_projection_sheet,COGS,Product_Name,Phone_Model,Sub_Category,Brand,sep_hps_gross,oct_cogs_value,nov_cogs_value,oct_margin,oct_margin_pct,lifecycle,event_ratio,event_dependent
ATLC-BLU-PLAT-YFLD-MGNTC-IPPRO4-12-9,Y-Fold,Cases And Sleeves,12495.0,5.0,4.0,5,True,6247.5,2.5,2499.0,34345120.5,1.2883232034218228,1.0714423217936824,8048.799213377838,6693.83590540603,4,3,True,True,True,705.0,Atlantic Blue Pleat Y-Fold Magnetic iPad Case for iPad Pro 4 2020 12.9 Inch,,Tablet Sleeves,Apple,20986.0,2820.0,2115.0,5228.799213377838,64.96371787591741,Continue (active Jul/Aug26),3.3591036414565827,True
ATLC-BLU-PLAT-YFLD-MGNTC-IPPRO5-11,Y-Fold,Cases And Sleeves,85761.0,39.0,20.0,26,True,42880.5,19.5,2199.0,34345120.5,1.2883232034218228,1.0714423217936824,55243.94312432948,45943.982479674,26,21,True,True,True,606.0,Atlantic Blue Pleat Y-Fold Magnetic iPad Case for iPad Pro 5 11 Inch,,Tablet Sleeves,Apple,163683.0,15756.0,12726.0,39487.94312432948,71.4792263026188,Continue (active Jul/Aug26),3.8171896316507503,True
ATLC-BLU-PLAT-YFLD-MGNTC-IPPRO5-12-9,Y-Fold,Cases And Sleeves,12495.0,5.0,5.0,5,True,6247.5,2.5,2499.0,34345120.5,1.2883232034218228,1.0714423217936824,8048.799213377838,6693.83590540603,4,3,True,True,True,705.0,Atlantic Blue Pleat Y-Fold Magnetic iPad Case for iPad Pro 5 2021 12.9 Inch,,Tablet Sleeves,Apple,43471.0,2820.0,2115.0,5228.799213377838,64.96371787591741,Continue (active Jul/Aug26),6.958143257302921,True
ATLC-BLU-PLAT-YFLD-MGNTC-IPPRO6-12-9,Y-Fold,Cases And Sleeves,49980.0,20.0,18.0,15,True,24990.0,10.0,2499.0,34345120.5,1.2883232034218228,1.0714423217936824,32195.196853511352,26775.34362162412,13,11,True,True,True,705.0,Atlantic Blue Pleat Y-Fold Magnetic iPad Case for iPad Pro 6 2022 12.9 Inch,,Tablet Sleeves,Apple,47968.0,9165.0,7755.0,23030.196853511352,71.53302077418289,Continue (active Jul/Aug26),1.9194877951180471,False
ATLC-BLU-PLAT-YFLD-MGNTC-IPPRO7TH-13,Y-Fold,Cases And Sleeves,34986.0,14.0,10.0,13,True,17493.0,7.0,2499.0,34345120.5,1.2883232034218228,1.0714423217936824,22536.63779745795,18742.740535136887,10,8,True,True,True,705.0,Atlantic Blue Pleat Y-Fold Magnetic iPad Case for iPad Pro 7th Gen 13 Inch,,Tablet Sleeves,Apple,82445.0,7050.0,5640.0,15486.637797457948,68.71760524635484,Continue (active Jul/Aug26),4.713028068370205,True
AXLE-TWIN-PORT-53W-CAR-CHRGR,Car Charger,Accessories,219410.0,190.0,161.0,49,True,109705.0,95.0,1154.7894736842106,41916483.0,0.7645721803750198,0.7441467195192246,83877.39104804155,81636.61586485653,73,71,False,True,True,289.0,,,Accessories,,0.0,21097.0,20519.0,62780.39104804155,74.84781091019332,Continue (active Jul/Aug26),0.0,False
BAR-DESK-COMBO-1,BAR-DESK-COMBO-1,Home Office,155961.0,39.0,34.0,22,False,77980.5,19.5,3999.0,15644036.0,0.8756404294244335,0.9428999195133756,68282.87850673204,73527.80717361279,18,19,False,False,False,,,,Home Office,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
BAR-DESK-COMBO-11,Bar Desk Organiser,Home Office,163959.0,41.0,38.0,27,True,81979.5,20.5,3999.0,15644036.0,0.8756404294244335,0.9428999195133756,71784.56458400036,77298.46395174679,18,20,True,False,False,,Bar Desk Organiser,,Desks,DailyObjects,101471.0,,,,,Continue (active Jul/Aug26),1.2377606596771145,False
BAR-DESK-COMBO-12,Bar Desk Organiser,Home Office,11997.0,3.0,3.0,3,True,5998.5,1.5,3999.0,15644036.0,0.8756404294244335,0.9428999195133756,5252.529115902465,5655.9851672009845,2,2,True,False,False,,Bar Desk Organiser,,Desks,DailyObjects,6998.0,,,,,Continue (active Jul/Aug26),1.1666249895807286,False
BAR-DESK-COMBO-13,BAR-DESK-COMBO-13,Home Office,23994.0,6.0,6.0,5,False,11997.0,3.0,3999.0,15644036.0,0.8756404294244335,0.9428999195133756,10505.05823180493,11311.970334401967,3,3,False,False,False,,,,Home Office,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
BAR-DESK-COMBO-14,BAR-DESK-COMBO-14,Home Office,7998.0,2.0,2.0,1,False,3999.0,1.0,3999.0,15644036.0,0.8756404294244335,0.9428999195133756,3501.68607726831,3770.6567781339895,1,1,False,False,False,,,,Home Office,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
BAR-DESK-COMBO-15,Bar Desk Organiser,Home Office,59985.0,15.0,14.0,14,True,29992.5,7.5,3999.0,15644036.0,0.8756404294244335,0.9428999195133756,26262.64557951232,28279.92583600492,7,8,True,False,False,,Bar Desk Organiser,,Desks,DailyObjects,6998.0,,,,,Continue (active Jul/Aug26),0.2333249979161457,False
BAR-DESK-COMBO-16,Bar Desk Organiser,Home Office,43989.0,11.0,10.0,9,True,21994.5,5.5,3999.0,15644036.0,0.8756404294244335,0.9428999195133756,19259.273424975705,20738.612279736943,5,6,True,False,False,,Bar Desk Organiser,,Desks,DailyObjects,24493.0,,,,,Continue (active Jul/Aug26),1.1135965809634227,False
BAR-DESK-COMBO-2,BAR-DESK-COMBO-2,Home Office,11997.0,3.0,3.0,3,False,5998.5,1.5,3999.0,15644036.0,0.8756404294244335,0.9428999195133756,5252.529115902465,5655.9851672009845,2,2,False,False,False,,,,Home Office,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
BAR-DESK-COMBO-3,Bar Desk Organiser,Home Office,183954.0,46.0,43.0,30,True,91977.0,23.0,3999.0,15644036.0,0.8756404294244335,0.9428999195133756,80538.77977717112,86725.10589708175,21,22,True,False,False,,Bar Desk Organiser,,Desks,DailyObjects,87475.0,,,,,Continue (active Jul/Aug26),0.9510529806364635,False
BAR-DESK-COMBO-4,Bar Desk Organiser,Home Office,91977.0,23.0,20.0,21,True,45988.5,11.5,3999.0,15644036.0,0.8756404294244335,0.9428999195133756,40269.38988858556,43362.55294854088,11,11,True,False,False,,Bar Desk Organiser,,Desks,DailyObjects,41988.0,,,,,Continue (active Jul/Aug26),0.913010861411005,False
BAR-DESK-COMBO-5,BAR-DESK-COMBO-5,Home Office,59985.0,15.0,11.0,12,False,29992.5,7.5,3999.0,15644036.0,0.8756404294244335,0.9428999195133756,26262.64557951232,28279.92583600492,7,8,False,False,False,,,,Home Office,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
BAR-DESK-COMBO-6,BAR-DESK-COMBO-6,Home Office,143964.0,36.0,27.0,20,False,71982.0,18.0,3999.0,15644036.0,0.8756404294244335,0.9428999195133756,63030.34939082958,67871.8220064118,16,17,False,False,False,,,,Home Office,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
BAR-DESK-COMBO-7,Bar Desk Organiser,Home Office,55986.0,14.0,13.0,13,True,27993.0,7.0,3999.0,15644036.0,0.8756404294244335,0.9428999195133756,24511.80254087817,26394.597446937925,7,7,True,False,False,,Bar Desk Organiser,,Desks,DailyObjects,10497.0,,,,,Continue (active Jul/Aug26),0.3749866037938056,False
BAR-DESK-COMBO-8,Bar Desk Organiser,Home Office,83979.0,21.0,15.0,18,True,41989.5,10.5,3999.0,15644036.0,0.8756404294244335,0.9428999195133756,36767.70381131725,39591.896170406886,10,10,True,False,False,,Bar Desk Organiser,,Desks,DailyObjects,6998.0,,,,,Continue (active Jul/Aug26),0.16666071279724692,False
BAR-DESK-COMBO-9,BAR-DESK-COMBO-9,Home Office,143964.0,36.0,35.0,21,False,71982.0,18.0,3999.0,15644036.0,0.8756404294244335,0.9428999195133756,63030.34939082958,67871.8220064118,16,17,False,False,False,,,,Home Office,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
BEIGE-ALIG-A5-HNDCVER-NTBK-1-0,Notebook 1.0,Home Office,11988.0,12.0,11.0,12,True,5994.0,6.0,999.0,15644036.0,0.8756404294244335,0.9428999195133756,5248.588733970055,5651.742117563174,6,6,True,True,False,,Beige Align A5 Hardcover Notebook 1.0,,Notebooks,DailyObjects,23361.0,,,,,Continue (active Jul/Aug26),3.8973973973973974,True
BEIGE-ALIG-A5-HNDCVER-NTBK-2-0,Notebook 2.0,Home Office,6993.0,7.0,4.0,7,True,3496.5,3.5,999.0,15644036.0,0.8756404294244335,0.9428999195133756,3061.676761482532,3296.8495685785183,4,4,True,True,False,,Beige Align A5 Hardcover Notebook 2.0,,Notebooks,DailyObjects,8388.0,,,,,Continue (active Jul/Aug26),2.3989703989703988,False
BEIGE-CROSBODY-PHN-LNYARD-CORD,Phone Lanyard,Accessories,16586.0,14.0,7.0,12,True,8293.0,7.0,1184.7142857142858,41916483.0,0.7645721803750198,0.7441467195192246,6340.59709185004,6171.20874497293,6,6,True,True,True,,Beige Crossbody Phone Lanyard - Cord,,Phone Lanyards,DailyObjects,19176.0,,,,,Continue (active Jul/Aug26),2.312311588086338,False
BEIGE-GRN-CROSBODY-PHN-LNYARD-CORD,Phone Lanyard,Accessories,66344.0,56.0,29.0,39,True,33172.0,28.0,1184.7142857142858,41916483.0,0.7645721803750198,0.7441467195192246,25362.38836740016,24684.83497989172,22,21,True,True,True,,Beige-Green Crossbody Phone Lanyard - Cord,,Phone Lanyards,DailyObjects,91086.0,,,,,Continue (active Jul/Aug26),2.745870010852526,False
BELT-CABLE-WRAP-RED-GRN-SETOF4,Cable Wrap,Home Office,16675.0,25.0,22.0,18,True,8337.5,12.5,667.0,15644036.0,0.8756404294244335,0.9428999195133756,7300.652080326215,7861.42807894277,11,12,False,False,True,,,,Home Office,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
BEM-MGSAF-PHN-AP-IPH13PROMAX,Beam,Cases And Sleeves,17079.0,21.0,13.0,17,True,8539.5,10.5,813.2857142857143,34345120.5,1.2883232034218228,1.0714423217936824,11001.635995620656,9149.581706957151,14,12,True,True,True,140.0,Beam MagSafe Phone Case Cover for iPhone 13 Pro Max,iPhone 13 Pro Max,Designer Cases,Apple,42914.0,1960.0,1680.0,9041.635995620656,82.18446783023722,Continue (active Jul/Aug26),5.025352772410563,True
BEM-MGSAF-PHN-AP-IPH14,Beam,Cases And Sleeves,57882.0,68.0,54.0,39,True,28941.0,34.0,851.2058823529412,34345120.5,1.2883232034218228,1.0714423217936824,37285.36183023098,31008.612235030963,44,37,True,True,True,140.0,Beam MagSafe Phone Case Cover for iPhone 14,iPhone 14,Designer Cases,Apple,39421.0,6160.0,5180.0,31125.361830230977,83.47877103071191,Continue (active Jul/Aug26),1.3621160291627794,False
BEM-MGSAF-PHN-AP-IPH14PLS,Beam,Cases And Sleeves,31465.0,35.0,26.0,27,True,15732.5,17.5,899.0,34345120.5,1.2883232034218228,1.0714423217936824,20268.544797833827,16856.46632761911,23,19,True,True,True,140.0,Beam MagSafe Phone Case Cover for iPhone 14 Plus,iPhone 14 Plus,Designer Cases,Apple,76747.0,3220.0,2660.0,17048.544797833827,84.11331433944812,Continue (active Jul/Aug26),4.878245669791832,True
BEM-MGSAF-PHN-AP-IPH16,Beam,Cases And Sleeves,26569.0,31.0,19.0,21,True,13284.5,15.5,857.0645161290323,34345120.5,1.2883232034218228,1.0714423217936824,17114.729595857207,14233.575523868174,20,17,True,True,True,140.0,Beam MagSafe Phone Case Cover for iPhone 16,iPhone 16,Designer Cases,Apple,28260.0,2800.0,2380.0,14314.729595857207,83.63982332108965,Continue (active Jul/Aug26),2.1272912040347776,False
BEM-MGSAF-PHN-AP-IPH16PLS,Beam,Cases And Sleeves,5793.0,7.0,5.0,6,True,2896.5,3.5,827.5714285714286,34345120.5,1.2883232034218228,1.0714423217936824,3731.62815871131,3103.432685075401,5,4,True,True,True,140.0,Beam MagSafe Phone Case Cover for iPhone 16 Plus,iPhone 16 Plus,Designer Cases,Apple,9786.0,700.0,560.0,3031.62815871131,81.24143215164986,Continue (active Jul/Aug26),3.37856033143449,True
BEM-MGSAF-PHN-AP-IPH16PRO,Beam,Cases And Sleeves,47148.0,52.0,35.0,29,True,23574.0,26.0,906.6923076923076,34345120.5,1.2883232034218228,1.0714423217936824,30370.93119746605,25258.18129396427,34,28,True,True,True,140.0,Beam MagSafe Phone Case Cover for iPhone 16 Pro,iPhone 16 Pro,Designer Cases,Apple,4193.0,4760.0,3920.0,25610.93119746605,84.32711868776305,Continue (active Jul/Aug26),0.17786544498175957,False
BEM-PHN-SS-GLS23PLS,Beam,Cases And Sleeves,19609.0,31.0,18.0,25,True,9804.5,15.5,632.5483870967741,34345120.5,1.2883232034218228,1.0714423217936824,12631.364847949262,10504.956244026158,20,17,True,True,False,96.0,Beam Phone Case Cover for Samsung Galaxy S23 Plus,Galaxy S23 Plus,Designer Cases,Samsung,1996.0,1920.0,1632.0,10711.364847949262,84.79974236266544,Continue (active Jul/Aug26),0.20357998878066194,False
BEM-PHN-SS-GLS24PLS,Beam,Cases And Sleeves,10022.0,18.0,10.0,14,True,5011.0,9.0,556.7777777777778,34345120.5,1.2883232034218228,1.0714423217936824,6455.787572346754,5368.997474508143,12,10,True,True,False,96.0,Beam Phone Case Cover for Samsung Galaxy S24 Plus,Galaxy S24 Plus,Designer Cases,Samsung,6986.0,1152.0,960.0,5303.787572346754,82.1555466766817,Continue (active Jul/Aug26),1.394132907603273,False
BEM-PHN-SS-GLS25PLS,Beam,Cases And Sleeves,9388.0,12.0,4.0,10,True,4694.0,6.0,782.3333333333334,34345120.5,1.2883232034218228,1.0714423217936824,6047.389116862037,5029.350258499545,8,7,True,True,False,96.0,Beam Phone Case Cover for Samsung Galaxy S25 Plus,Galaxy S25 Plus,Designer Cases,Samsung,4491.0,768.0,672.0,5279.389116862037,87.3003045585644,Continue (active Jul/Aug26),0.9567533020877717,False
BGE-PCHO-ARPD-SKIN,Poncho Airpods,Cases And Sleeves,1895.0,5.0,5.0,4,True,947.5,2.5,379.0,34345120.5,1.2883232034218228,1.0714423217936824,1220.6862352421772,1015.191599899514,4,3,True,True,True,54.0,Poncho Airpods Case Cover - Beige,,Airpods Case Cover,Apple,598.0,216.0,162.0,1004.6862352421772,82.305035170881,Continue (active Jul/Aug26),0.6311345646437995,False
BHOP-CITY-TOTE,City Tote,Bags and Backpacks,4395.0,5.0,4.0,5,True,2197.5,2.5,879.0,27770135.0,1.0061452901129435,1.097196189868784,2211.0042750231933,2411.088627236653,3,3,True,True,True,,DailyObjects Bhopal City Tote Bag,,Tote Bags,DailyObjects,3495.0,,,,,Continue (active Jul/Aug26),1.5904436860068258,False
BISCUT-BUOY-TOTE-BAG,Buoy Tote,Bags and Backpacks,146437.0,63.0,42.0,36,True,73218.5,31.5,2324.396825396825,27770135.0,1.0061452901129435,1.097196189868784,73668.44892413456,80335.05922790756,32,35,False,True,True,,,,Bags and Backpacks,,0.0,,,,,Continue (active Jul/Aug26),0.0,False
BLK-AIR-SKN-SLM-DOB-SS-ZFLD3,Air Skin Slim,Cases And Sleeves,16780.0,20.0,4.0,16,True,8390.0,10.0,839.0,34345120.5,1.2883232034218228,1.0714423217936824,10809.031676709094,8989.401079848994,13,11,True,True,True,239.0,Black Air Skin Slim Case For Samsung Galaxy Z Fold 3,Galaxy Z Fold 3,Designer Cases,Samsung,998.0,3107.0,2629.0,7702.0316767090935,71.25551952359571,Continue (active Jul/Aug26),0.11895113230035757,False
BLK-AIR-SKN-SLM-DOB-SS-ZFLD4,Air Skin Slim,Cases And Sleeves,11287.0,13.0,9.0,12,True,5643.5,6.5,868.2307692307693,34345120.5,1.2883232034218228,1.0714423217936824,7270.651998511057,6046.684743042647,9,7,False,True,True,239.0,Black Air Skin Slim Case For Samsung Galaxy Z Fold 4,Galaxy Z Fold 4,Designer Cases,Samsung,0.0,2151.0,1673.0,5119.651998511057,70.41530800208153,Continue (active Jul/Aug26),0.0,False
BLK-AIR-SKN-SLM-DOB-SS-ZFLD5,Air Skin Slim,Cases And Sleeves,25065.0,35.0,15.0,24,True,12532.5,17.5,716.1428571428571,34345120.5,1.2883232034218228,1.0714423217936824,16145.910546883995,13427.850897879323,23,19,True,True,True,239.0,Black Air Skin Slim Case For Samsung Galaxy Z Fold 5,Galaxy Z Fold 5,Designer Cases,Samsung,4794.0,5497.0,4541.0,10648.910546883995,65.9542273318189,Continue (active Jul/Aug26),0.382525433871933,False
BLK-AIR-SKN-SLM-DOB-SS-ZFLIP5,Air Skin Slim,Cases And Sleeves,4994.0,6.0,5.0,6,True,2497.0,3.0,832.3333333333334,34345120.5,1.2883232034218228,1.0714423217936824,3216.9430389442914,2675.391477518825,4,4,True,True,True,239.0,Black Air Skin Slim Case For Samsung Galaxy Z Flip 5,Galaxy Z Flip 5,Designer Cases,Samsung,4194.0,956.0,956.0,2260.9430389442914,70.28234605255143,Continue (active Jul/Aug26),1.6796155386463756,False
BLK-AIR-SKN-SLM-DOB-SS-ZFLIP6,Air Skin Slim,Cases And Sleeves,7390.0,10.0,5.0,10,True,3695.0,5.0,739.0,34345120.5,1.2883232034218228,1.0714423217936824,4760.354236643635,3958.979379027656,7,6,True,True,True,239.0,Black Air Skin Slim Case For Samsung Galaxy Z Flip 6,Galaxy Z Flip 6,Designer Cases,Samsung,3594.0,1673.0,1434.0,3087.354236643635,64.85555660707351,Continue (active Jul/Aug26),0.9726657645466847,False
BLK-AIRPD-PRO-2-LTHR-CASE-COVR,Leather AirPods Cover,Cases And Sleeves,11184.0,16.0,11.0,13,True,5592.0,8.0,699.0,34345120.5,1.2883232034218228,1.0714423217936824,7204.303353534833,5991.505463470272,11,9,True,True,True,,Black Airpods Pro 2 Leather Case Cover,,Airpods Case Cover,Apple,17450.0,,,,,Continue (active Jul/Aug26),3.1205293276108725,True
BLK-AIRPD-PRO-LTHR-CASE-COVR,Leather AirPods Cover,Cases And Sleeves,10829.0,21.0,16.0,14,True,5414.5,10.5,515.6666666666666,34345120.5,1.2883232034218228,1.0714423217936824,6975.625984927459,5801.324451351893,14,12,True,True,True,,Black Airpods Pro Leather Case Cover,,Airpods Case Cover,Apple,15705.0,,,,,Continue (active Jul/Aug26),2.9005448333179427,False
BLK-AIRPOD-LTHR-CASE-COVR,Leather AirPods Cover,Cases And Sleeves,2446.0,4.0,2.0,4,True,1223.0,2.0,611.5,34345120.5,1.2883232034218228,1.0714423217936824,1575.6192777848894,1310.3739595536736,3,3,True,True,True,,Black Airpods Leather Case Cover,,Airpods Case Cover,Apple,1396.0,,,,,Continue (active Jul/Aug26),1.141455437448896,False
BLK-ALIG-A5-HNDCVER-NTBK-1-0,Notebook 1.0,Home Office,24975.0,25.0,13.0,17,True,12487.5,12.5,999.0,15644036.0,0.8756404294244335,0.9428999195133756,10934.559862437614,11774.46274492328,11,12,True,True,False,,Black Align A5 Hardcover Notebook 1.0,,Notebooks,DailyObjects,27554.0,,,,,Continue (active Jul/Aug26),2.2065265265265266,False
BLK-ALIG-A5-HNDCVER-NTBK-2-0,Notebook 2.0,Home Office,12987.0,13.0,8.0,12,True,6493.5,6.5,999.0,15644036.0,0.8756404294244335,0.9428999195133756,5685.97112846756,6122.720627360105,6,7,True,True,False,,Black Align A5 Hardcover Notebook 2.0,,Notebooks,DailyObjects,9087.0,,,,,Continue (active Jul/Aug26),1.3993993993993994,False
BLK-ANCHR-SLICON-PHN-LNYARD,Phone Lanyard,Accessories,39560.0,40.0,37.0,27,True,19780.0,20.0,989.0,41916483.0,0.7645721803750198,0.7441467195192246,15123.237727817892,14719.222112090263,16,15,True,True,True,,Black Anchor Silicone Phone Lanyard,,Phone Lanyards,DailyObjects,49938.0,,,,,Continue (active Jul/Aug26),2.524671385237614,False
BLK-ARAY-PLNR,Organiser with Planner,Home Office,173913.0,87.0,74.0,37,True,86956.5,43.5,1999.0,15644036.0,0.8756404294244335,0.9428999195133756,76142.62700124575,81991.27685116486,39,42,True,True,True,,Ink Black Array Organiser with Planner,,Organisers,DailyObjects,116311.0,,,,,Continue (active Jul/Aug26),1.3375768343942085,False
BLK-BEG-LEATHER-MC-13,Vegan Leather Zippered,Cases And Sleeves,66144.0,56.0,41.0,40,True,33072.0,28.0,1181.142857142857,34345120.5,1.2883232034218228,1.0714423217936824,42607.424983566525,35434.740466360665,37,31,True,True,True,,DailyObjects Black Vegan Leather Zippered Sleeve For Laptop/MacBook 33.02cm (13 inch),,Laptop Bags and Sleeves,DailyObjects,24769.0,,,,,Continue (active Jul/Aug26),0.7489417029511369,False
BLK-BEG-LEATHER-MC-14,Vegan Leather Zippered,Cases And Sleeves,49053.0,47.0,33.0,29,True,24526.5,23.5,1043.6808510638298,34345120.5,1.2883232034218228,1.0714423217936824,31598.05904872534,26278.73010547275,31,26,True,True,True,,DailyObjects Black Vegan Leather Zippered Sleeve For Laptop/MacBook 35.56cm (14 inch),,Laptop Bags and Sleeves,DailyObjects,26176.0,,,,,Continue (active Jul/Aug26),1.067253786720486,False
BLK-BEG-LEATHER-MC-15,Vegan Leather Zippered,Cases And Sleeves,24681.0,19.0,10.0,19,True,12340.5,9.5,1299.0,34345120.5,1.2883232034218228,1.0714423217936824,15898.552491827004,13222.133972094938,13,11,True,True,True,,DailyObjects Black Vegan Leather Zippered Sleeve For Laptop/MacBook 38.01cm (15 inch),,Laptop Bags and Sleeves,DailyObjects,13986.0,,,,,Continue (active Jul/Aug26),1.1333414367327093,False
BLK-BEGE-LTHER-MGSAF-AP-IPH15PLS,Leatherite,Cases And Sleeves,15388.0,12.0,10.0,5,True,7694.0,6.0,1282.3333333333333,34345120.5,1.2883232034218228,1.0714423217936824,9912.358727127505,8243.677223880592,8,7,False,True,True,544.0,,iPhone 15,Cases And Sleeves,,0.0,4352.0,3808.0,5560.358727127505,56.09521285695879,Continue (active Jul/Aug26),0.0,False
BLK-BEGE-LTHR-MGSAF-AP-IPH16,Leatherite,Cases And Sleeves,133106.0,94.0,72.0,46,True,66553.0,47.0,1416.021276595745,34345120.5,1.2883232034218228,1.0714423217936824,85741.77415733258,71307.70084233495,61,51,True,True,True,544.0,Black-Beige Leatherite MagSafe Phone Case Cover for iPhone 16,iPhone 16,Designer Cases,Apple,119581.0,33184.0,27744.0,52557.77415733258,61.29774508851573,Continue (active Jul/Aug26),1.7967785073550404,False
BLK-BEGE-LTHR-MGSAF-AP-IPH16PLS,Leatherite,Cases And Sleeves,48068.0,32.0,25.0,21,True,24034.0,16.0,1502.125,34345120.5,1.2883232034218228,1.0714423217936824,30963.55987104009,25751.044761989364,21,18,True,True,True,544.0,Black-Beige Leatherite MagSafe Phone Case Cover for iPhone 16 Plus,iPhone 16 Plus,Designer Cases,Apple,47952.0,11424.0,9792.0,19539.55987104009,63.10501748642683,Continue (active Jul/Aug26),1.99517350420238,False
BLK-BEGE-LTHR-MGSAF-AP-IPH16PRO,Leatherite,Cases And Sleeves,231757.0,143.0,86.0,56,True,115878.5,71.5,1620.6783216783217,34345120.5,1.2883232034218228,1.0714423217936824,149288.9603277157,124157.12908596922,93,77,True,True,True,544.0,Black-Beige Leatherite MagSafe Phone Case Cover for iPhone 16 Pro,iPhone 16 Pro,Designer Cases,Apple,234466.0,50592.0,41888.0,98696.9603277157,66.1113588781504,Continue (active Jul/Aug26),2.0233779346470655,False
BLK-BEGE-LTHR-MGSAF-AP-IPH16PROMAX,Leatherite,Cases And Sleeves,119227.0,73.0,58.0,38,True,59613.5,36.5,1633.2465753424658,34345120.5,1.2883232034218228,1.0714423217936824,76801.45528718684,63872.42685024768,48,40,True,True,True,544.0,Black-Beige Leatherite MagSafe Phone Case Cover for iPhone 16 Pro Max,iPhone 16 Pro Max,Designer Cases,Apple,178821.0,26112.0,21760.0,50689.455287186836,66.00064425555698,Continue (active Jul/Aug26),2.999672892885001,False
